title,brand,os,ram,cpu,storage,screen size,resolution,cpu speed,model,wireless provider,cellular technology,color,refresh rate,sim count,wireless technology,price,price before promotion,rate,camera,img,website,currancy,url,reviews,width resolution,height resolution
"Xioami 11 Lite 5G NE Dual SIM Amoled Display Truffle Black 8GB RAM 256GB, MZB09",Xiaomi,MIUI 12,8.0,Snapdragon,8.0,6.55,1080 x 2400,2.4 GHz,Xioami 11 Lite 5G NE,,,Black,90 GHz,,,,,3.4,,https://m.media-amazon.com/images/I/51+XlEFP7yL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Xioami-Amoled-Display-Truffle-MZB09/dp/B09H7JKDT3/ref=sr_1_177?dib=eyJ2IjoiMSJ9.sGQR4knR-3eKPjEfp4uz7Gm_E5QCJnaxgHuVwODOHYGXFfLAqJEBA7hwAtiVjgSWDC6WyVl-ugrRU09A0u5zXxK9d5PsUIgtqZSg6_4y_7rlRRPqzJ9PZBeXz2ZOaUjaoRozwb0CNeCNP7cAESN6dQ5rFmSN3iZ3_yew_R1aIr8yeIqNCqxeX5rOrRa7Jpn80ajYLmfnn645tNZp78x36vaGtx66W6FrU58t2htJ1U-iHhIy-8ld6dn1w-lw6w7XNOZY-UiDrevUNWVFfh3eVP02CF5pFhWERmp-GPFYpCQ.v3gum006wzkuBOEPjIkZNhyfOiYj2eEEPqUcSU293n8&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-177,[],1080.0,2400.0
realme narzo 50i Prime (Mint Green 4GB RAM+64GB Storage) Octa-core Processor |5000 mAh Battery,realme,Android 11.0,4.0,Snapdragon,64.0,6.5,720p,2.4 GHz,realme narzo 50i Prime,,,Mint Green,60 Hz,,,,,4.0,8MP,https://m.media-amazon.com/images/I/819bwF7gjfL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/realme-Storage-Octa-core-Processor-Battery/dp/B0BBM78DMV/ref=sr_1_178?dib=eyJ2IjoiMSJ9.sGQR4knR-3eKPjEfp4uz7Gm_E5QCJnaxgHuVwODOHYGXFfLAqJEBA7hwAtiVjgSWDC6WyVl-ugrRU09A0u5zXxK9d5PsUIgtqZSg6_4y_7rlRRPqzJ9PZBeXz2ZOaUjaoRozwb0CNeCNP7cAESN6dQ5rFmSN3iZ3_yew_R1aIr8yeIqNCqxeX5rOrRa7Jpn80ajYLmfnn645tNZp78x36vaGtx66W6FrU58t2htJ1U-iHhIy-8ld6dn1w-lw6w7XNOZY-UiDrevUNWVFfh3eVP02CF5pFhWERmp-GPFYpCQ.v3gum006wzkuBOEPjIkZNhyfOiYj2eEEPqUcSU293n8&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-178,[],,
Samsung Galaxy Z Fold6 (AI Phone) - 12GB RAM + 256GB Storage - Light Pink + Free Galaxy Buds 3 (Silver),,,12.0,,256.0,,,,,,,Pink,,,,,,,,https://m.media-amazon.com/images/I/71hUDUoQjLL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Samsung-Galaxy-Fold6-AI-Phone/dp/B0DHQLWN84/ref=sr_1_227?dib=eyJ2IjoiMSJ9.Ioa6pITihwVngSs2CPglLxXwx8ChI1Y-egZmWzollVB28UzUUO2BHTeJJpIXZr6J_W09ESN6qNq-ofg02bSaRBFKFmA-ljPS8q_qthfCeFN6R_vjkT2_cESN2PvydJ_fGq8fxv0N3hsqpukhdHBC8H6x3Vt67Who7gPIAAivF8Bx2qOOj6RnW6OH2iykOE2U1UckOt3Ree_WWgIL3x92YOhl1yaNtKT57tO0uAISH_-jfw-TK4AkQXyfBPWykjQHtd_5eMhAoGTweUtua9oI16qSnZHOwlgf3eospN28wyw.Rt3unbBBPj8Gb37VIJZJ5aP05LW_BoQ1PTdjPX88JJ8&dib_tag=se&qid=1728792217&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-227,[],,
"Xiaomi Redmi Note 10 5G, Dual SIM, 128GB, 6GB RAM, 5G, Aurora Green",Xiaomi,Android 11.0,6.0,Snapdragon,128.0,6.5,2400 x 1080,2.2 GHz,Note 10 5G,Unlocked for All Carriers,,Red,,,,,,3.9,2MP,https://m.media-amazon.com/images/I/31dvFWM1DkL.__AC_QL70_ML2_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Xiaomi-Redmi-128GB-Aurora-Green/dp/B095N922ZZ/ref=sr_1_179?dib=eyJ2IjoiMSJ9.sGQR4knR-3eKPjEfp4uz7Gm_E5QCJnaxgHuVwODOHYGXFfLAqJEBA7hwAtiVjgSWDC6WyVl-ugrRU09A0u5zXxK9d5PsUIgtqZSg6_4y_7rlRRPqzJ9PZBeXz2ZOaUjaoRozwb0CNeCNP7cAESN6dQ5rFmSN3iZ3_yew_R1aIr8yeIqNCqxeX5rOrRa7Jpn80ajYLmfnn645tNZp78x36vaGtx66W6FrU58t2htJ1U-iHhIy-8ld6dn1w-lw6w7XNOZY-UiDrevUNWVFfh3eVP02CF5pFhWERmp-GPFYpCQ.v3gum006wzkuBOEPjIkZNhyfOiYj2eEEPqUcSU293n8&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-179,[],2400.0,1080.0
"Apple iPhone 14 (128 GB) - Purple, Bluetooth, Wi-Fi, USB",Apple,iOS 16,6.0,A13,128.0,6.1,,,iPhone 14,Unlocked for All Carriers,5G,Purple,60 Hz,,,,,4.6,,https://m.media-amazon.com/images/I/619f09kK7tL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Apple-iPhone-14-128-Bluetooth/dp/B0BDJY38TY/ref=sr_1_181?dib=eyJ2IjoiMSJ9.sGQR4knR-3eKPjEfp4uz7Gm_E5QCJnaxgHuVwODOHYGXFfLAqJEBA7hwAtiVjgSWDC6WyVl-ugrRU09A0u5zXxK9d5PsUIgtqZSg6_4y_7rlRRPqzJ9PZBeXz2ZOaUjaoRozwb0CNeCNP7cAESN6dQ5rFmSN3iZ3_yew_R1aIr8yeIqNCqxeX5rOrRa7Jpn80ajYLmfnn645tNZp78x36vaGtx66W6FrU58t2htJ1U-iHhIy-8ld6dn1w-lw6w7XNOZY-UiDrevUNWVFfh3eVP02CF5pFhWERmp-GPFYpCQ.v3gum006wzkuBOEPjIkZNhyfOiYj2eEEPqUcSU293n8&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-181,"['Name: Dolly t., Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 28 August 2023, Review: None']",,
"Realme 12x 5G Android Smartphone, Dual SIM Mobile Phone, 128GB + 6GB (Feather Green) - Middle East Version",realme,"Android 14, Realme UI 5.0",6.0,Snapdragon,6.0,6.67,,,realme 12x 5G,Unlocked for All Carriers,LTE,Green,,,,,,3.0,50MP,https://m.media-amazon.com/images/I/61amjQrFRYL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Realme-Android-Smartphone-Mobile-Feather/dp/B0D2DKHZ7B/ref=sr_1_189?dib=eyJ2IjoiMSJ9.sGQR4knR-3eKPjEfp4uz7Gm_E5QCJnaxgHuVwODOHYGXFfLAqJEBA7hwAtiVjgSWDC6WyVl-ugrRU09A0u5zXxK9d5PsUIgtqZSg6_4y_7rlRRPqzJ9PZBeXz2ZOaUjaoRozwb0CNeCNP7cAESN6dQ5rFmSN3iZ3_yew_R1aIr8yeIqNCqxeX5rOrRa7Jpn80ajYLmfnn645tNZp78x36vaGtx66W6FrU58t2htJ1U-iHhIy-8ld6dn1w-lw6w7XNOZY-UiDrevUNWVFfh3eVP02CF5pFhWERmp-GPFYpCQ.v3gum006wzkuBOEPjIkZNhyfOiYj2eEEPqUcSU293n8&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-189,[],,
"Xiaomi Redmi note 12 (Ice Blue 8GB RAM, 128 Storage) - Smooth 120Hz AMOLED display |Powerful Snapdragon® processor | 50MP AI triple camera | 33W fast charging",Xiaomi,Android 13.0,8.0,Snapdragon,256.0,6.67,2400 x 1080,2.4 GHz,Redmi Note 12,,,Ice Blue,240 Hz,,,,,4.0,2MP,https://m.media-amazon.com/images/I/61pWU6jmdjL._AC_SL1000_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Xiaomi-Redmi-note-Blue-Storage/dp/B0C6LWSBLY/ref=sr_1_188?dib=eyJ2IjoiMSJ9.sGQR4knR-3eKPjEfp4uz7Gm_E5QCJnaxgHuVwODOHYGXFfLAqJEBA7hwAtiVjgSWDC6WyVl-ugrRU09A0u5zXxK9d5PsUIgtqZSg6_4y_7rlRRPqzJ9PZBeXz2ZOaUjaoRozwb0CNeCNP7cAESN6dQ5rFmSN3iZ3_yew_R1aIr8yeIqNCqxeX5rOrRa7Jpn80ajYLmfnn645tNZp78x36vaGtx66W6FrU58t2htJ1U-iHhIy-8ld6dn1w-lw6w7XNOZY-UiDrevUNWVFfh3eVP02CF5pFhWERmp-GPFYpCQ.v3gum006wzkuBOEPjIkZNhyfOiYj2eEEPqUcSU293n8&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-188,[],2400.0,1080.0
OPPO A79 Dual Sim 8GB Ram 256GB Rom 5G LTE Dazzling Purple with Speaker Box - Middle East Version,OPPO,Android 13.0,8.0,MediaTek Helio,8.0,6.4,1080 x 2400,,OPPO,Unlocked for All Carriers,,Purple,90 Hz,,,,,4.6,,https://m.media-amazon.com/images/I/51M9osxozTL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/OPPO-A79-Dazzling-Purple-Speaker/dp/B0CV4G2VF1/ref=sr_1_185?dib=eyJ2IjoiMSJ9.sGQR4knR-3eKPjEfp4uz7Gm_E5QCJnaxgHuVwODOHYGXFfLAqJEBA7hwAtiVjgSWDC6WyVl-ugrRU09A0u5zXxK9d5PsUIgtqZSg6_4y_7rlRRPqzJ9PZBeXz2ZOaUjaoRozwb0CNeCNP7cAESN6dQ5rFmSN3iZ3_yew_R1aIr8yeIqNCqxeX5rOrRa7Jpn80ajYLmfnn645tNZp78x36vaGtx66W6FrU58t2htJ1U-iHhIy-8ld6dn1w-lw6w7XNOZY-UiDrevUNWVFfh3eVP02CF5pFhWERmp-GPFYpCQ.v3gum006wzkuBOEPjIkZNhyfOiYj2eEEPqUcSU293n8&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-185,[],1080.0,2400.0
"Redmi Note 9T Dual SIM - 6.53 Inches, 128GB, 4GB RAM - Nightfall Black",Redmi,Android,4.0,Snapdragon,128.0,6.53,1080 x 2340,,Redmi Note 9T,,4G,Black,,,,,,,,https://m.media-amazon.com/images/I/412TxTqWrBS._AC_SL1000_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Redmi-Note-9T-Dual-SIM/dp/B098TXWJSQ/ref=sr_1_180?dib=eyJ2IjoiMSJ9.sGQR4knR-3eKPjEfp4uz7Gm_E5QCJnaxgHuVwODOHYGXFfLAqJEBA7hwAtiVjgSWDC6WyVl-ugrRU09A0u5zXxK9d5PsUIgtqZSg6_4y_7rlRRPqzJ9PZBeXz2ZOaUjaoRozwb0CNeCNP7cAESN6dQ5rFmSN3iZ3_yew_R1aIr8yeIqNCqxeX5rOrRa7Jpn80ajYLmfnn645tNZp78x36vaGtx66W6FrU58t2htJ1U-iHhIy-8ld6dn1w-lw6w7XNOZY-UiDrevUNWVFfh3eVP02CF5pFhWERmp-GPFYpCQ.v3gum006wzkuBOEPjIkZNhyfOiYj2eEEPqUcSU293n8&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-180,[],1080.0,2340.0
New Apple iPhone 13 (128 GB) - Green,Apple,iOS 15,4.0,A13,128.0,5.4,1170 x 2532,,New Apple iPhone 13 (128 GB) - Gre,Unlocked for All Carriers,,Green,60 Hz,,,129.7594,,4.3,,https://m.media-amazon.com/images/I/51yG1FjZVYL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/New-Apple-iPhone-13-128/dp/B09V4D3ZTX/ref=sr_1_51?dib=eyJ2IjoiMSJ9._gRMp9HcUWcYzBAxxosWoFg8B4mYf2G41FolZjpR2zCr_UmkV18vk3AfKyWIyYiHya4rlmb-fS4FbNB4djBje6KrM1tRVZS91-SHYSXHsrt7_BVrIjFjOI49gEipPEAlnJKSsdM37KnhHKXSHMa3clbuhOS7z7gngLE1koYBRF_f_7EEuv85OGZfYm5w8o4Dh-CCJWTpooyARfxmjkD1VSy7cmbCKmrkTKpyJJbsi0KvxXKG9pTGQI5JWzI4LdTphK9_PSSV65LNjSfQevyvowAoMRelHJ-MXOEY406V37Q.6pijDc8cNAHpuW96g_Wsoe1NjCtgeI5gzY607BGRxvk&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-51,"['Name: التليفون بشريحه واحده فقط وده مخالف للإعلان, Rating: 1.0 out of 5 stars, Date: Reviewed in Egypt on 29 June 2024, Review: None']",1170.0,2532.0
"Samsung A34 5G 8GB Ram, 256GB - Awesome Lime",SAMSUNG,Android 10.0,8.0,Snapdragon,256.0,6.5,1080 x 2400,,Samsung A34,,5G,Awesome Lime,120 Hz,,,,,4.0,,https://m.media-amazon.com/images/I/61+Je9mEAwL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Samsung-A34-8GB-Ram-256GB/dp/B0CDQHRQQN/ref=sr_1_176?dib=eyJ2IjoiMSJ9.sGQR4knR-3eKPjEfp4uz7Gm_E5QCJnaxgHuVwODOHYGXFfLAqJEBA7hwAtiVjgSWDC6WyVl-ugrRU09A0u5zXxK9d5PsUIgtqZSg6_4y_7rlRRPqzJ9PZBeXz2ZOaUjaoRozwb0CNeCNP7cAESN6dQ5rFmSN3iZ3_yew_R1aIr8yeIqNCqxeX5rOrRa7Jpn80ajYLmfnn645tNZp78x36vaGtx66W6FrU58t2htJ1U-iHhIy-8ld6dn1w-lw6w7XNOZY-UiDrevUNWVFfh3eVP02CF5pFhWERmp-GPFYpCQ.v3gum006wzkuBOEPjIkZNhyfOiYj2eEEPqUcSU293n8&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-176,"['Name: خالد فهمى, Rating: 4.0 out of 5 stars, Date: Reviewed in Egypt on 26 August 2024, Review: None']",1080.0,2400.0
iTel it2160-1.77-inch Dual SIM Mobile Phone - Black,Itel,Symbian 9.1,0.00390625,Snapdragon,256.0,1.7,320 x 240,,IT2160,Unlocked for All Carriers,,Black,60 Hz,,,129.7594,,3.5,,https://m.media-amazon.com/images/I/61RtxpBXOVL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/iTel-it2160-1-77-inch-Dual-Mobile-Phone/dp/B07H34GDVW/ref=sr_1_55?dib=eyJ2IjoiMSJ9._gRMp9HcUWcYzBAxxosWoFg8B4mYf2G41FolZjpR2zCr_UmkV18vk3AfKyWIyYiHya4rlmb-fS4FbNB4djBje6KrM1tRVZS91-SHYSXHsrt7_BVrIjFjOI49gEipPEAlnJKSsdM37KnhHKXSHMa3clbuhOS7z7gngLE1koYBRF_f_7EEuv85OGZfYm5w8o4Dh-CCJWTpooyARfxmjkD1VSy7cmbCKmrkTKpyJJbsi0KvxXKG9pTGQI5JWzI4LdTphK9_PSSV65LNjSfQevyvowAoMRelHJ-MXOEY406V37Q.6pijDc8cNAHpuW96g_Wsoe1NjCtgeI5gzY607BGRxvk&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-55,"['Name: hossam e., Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 24 September 2024, Review: None', 'Name: عمر البعبولي, Rating: 1.0 out of 5 stars, Date: Reviewed in Egypt on 24 September 2024, Review: None', 'Name: Reham, Rating: 4.0 out of 5 stars, Date: Reviewed in Egypt on 12 September 2023, Review: None', 'Name: عبيرعبدالمنعم, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 15 September 2024, Review: None', 'Name: user-MQFAXZ, Rating: 3.0 out of 5 stars, Date: Reviewed in Egypt on 13 July 2024, Review: None', 'Name: الوان غلط ارجو التركيز دي شركة كبيرة مش تحت السلم, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 7 October 2024, Review: None', 'Name: Abdelhamed, Rating: 1.0 out of 5 stars, Date: Reviewed in Egypt on 30 September 2024, Review: None', 'Name: Asmaa, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 14 July 2024, Review: None']",320.0,240.0
"Xiaomi Redmi Note11, 6GB RAM, 128GB ROM - Graphite Gray",Xiaomi,Android 11.0,6.0,Snapdragon,128.0,6.43,1080 x 2400,2.4 GHz,Redmi Note 11,,,Graphite,90 Hz,,,185.3794,,4.5,8MP,https://m.media-amazon.com/images/I/61hj2b6hVJL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Xiaomi-Redmi-Note11-6GB-128GB/dp/B09QSB4N2C/ref=sr_1_191?dib=eyJ2IjoiMSJ9.sGQR4knR-3eKPjEfp4uz7Gm_E5QCJnaxgHuVwODOHYGXFfLAqJEBA7hwAtiVjgSWDC6WyVl-ugrRU09A0u5zXxK9d5PsUIgtqZSg6_4y_7rlRRPqzJ9PZBeXz2ZOaUjaoRozwb0CNeCNP7cAESN6dQ5rFmSN3iZ3_yew_R1aIr8yeIqNCqxeX5rOrRa7Jpn80ajYLmfnn645tNZp78x36vaGtx66W6FrU58t2htJ1U-iHhIy-8ld6dn1w-lw6w7XNOZY-UiDrevUNWVFfh3eVP02CF5pFhWERmp-GPFYpCQ.v3gum006wzkuBOEPjIkZNhyfOiYj2eEEPqUcSU293n8&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-191,"['Name: Mahmoud, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 11 April 2024, Review: None', 'Name: Ahmed Madbouly, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 27 May 2024, Review: None', 'Name: MOHAMED HUSSEIN, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 25 April 2023, Review: None', 'Name: Samir, Rating: 4.0 out of 5 stars, Date: Reviewed in Egypt on 26 April 2023, Review: None', 'Name: Eslam, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 23 August 2023, Review: None', 'Name: ماهر أحمد, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 11 March 2023, Review: None', 'Name: محمد عبدالعزيز, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 26 February 2023, Review: None', 'Name: Ahmed Samir, Rating: 1.0 out of 5 stars, Date: Reviewed in Egypt on 10 January 2024, Review: None']",1080.0,2400.0
"Apple iPhone 13 with FaceTime - 128GB, 4GB RAM, 4G LTE, Starlight, Single SIM & E-SIM - International Warranty",Apple,ios,4.0,A13,128.0,6.1,3840 x 2160,,Iphone 13,Cricket,,Starlight,60 Hz,,,691.13,,3.9,12MP,https://m.media-amazon.com/images/I/71GLMJ7TQiL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Apple-iPhone-FaceTime-SIM-International/dp/B09G983YFX/ref=sr_1_186?dib=eyJ2IjoiMSJ9.sGQR4knR-3eKPjEfp4uz7Gm_E5QCJnaxgHuVwODOHYGXFfLAqJEBA7hwAtiVjgSWDC6WyVl-ugrRU09A0u5zXxK9d5PsUIgtqZSg6_4y_7rlRRPqzJ9PZBeXz2ZOaUjaoRozwb0CNeCNP7cAESN6dQ5rFmSN3iZ3_yew_R1aIr8yeIqNCqxeX5rOrRa7Jpn80ajYLmfnn645tNZp78x36vaGtx66W6FrU58t2htJ1U-iHhIy-8ld6dn1w-lw6w7XNOZY-UiDrevUNWVFfh3eVP02CF5pFhWERmp-GPFYpCQ.v3gum006wzkuBOEPjIkZNhyfOiYj2eEEPqUcSU293n8&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-186,[],3840.0,2160.0
HONOR X9b Dual SIM 12GB RAM+256GB ROM (6.78 Inches) (5G)- (Emerald Green)+HONOR Band 7,HONOR,Android 13.0,12.0,Snapdragon,256.0,6.78,,,Honor X9b,China Mobile,5G,Emerald Green,120 Hz,,,,,1.0,16MP,https://m.media-amazon.com/images/I/51KpKeyZyjL._AC_SL1000_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/HONOR-256GB-Inches-Emerald-Green/dp/B0CVVY2BCJ/ref=sr_1_190?dib=eyJ2IjoiMSJ9.sGQR4knR-3eKPjEfp4uz7Gm_E5QCJnaxgHuVwODOHYGXFfLAqJEBA7hwAtiVjgSWDC6WyVl-ugrRU09A0u5zXxK9d5PsUIgtqZSg6_4y_7rlRRPqzJ9PZBeXz2ZOaUjaoRozwb0CNeCNP7cAESN6dQ5rFmSN3iZ3_yew_R1aIr8yeIqNCqxeX5rOrRa7Jpn80ajYLmfnn645tNZp78x36vaGtx66W6FrU58t2htJ1U-iHhIy-8ld6dn1w-lw6w7XNOZY-UiDrevUNWVFfh3eVP02CF5pFhWERmp-GPFYpCQ.v3gum006wzkuBOEPjIkZNhyfOiYj2eEEPqUcSU293n8&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-190,[],,
Honor X8a Single SIM 8GB Ram+128GB ROM (6.7 Inches) (4GB) - (Midnight Black),HONOR,Android 12.0,8.0,Snapdragon,128.0,6.7,1080 x 2388,2.4 GHz,HONOR X8a,,,Midnight Black,120 Hz,,,181.2182,,2.0,100MP,https://m.media-amazon.com/images/I/61gqOGMNS2L._AC_SL1000_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Honor-X8a-Single-128GB-Inches/dp/B0CB46DVSB/ref=sr_1_192?dib=eyJ2IjoiMSJ9.sGQR4knR-3eKPjEfp4uz7Gm_E5QCJnaxgHuVwODOHYGXFfLAqJEBA7hwAtiVjgSWDC6WyVl-ugrRU09A0u5zXxK9d5PsUIgtqZSg6_4y_7rlRRPqzJ9PZBeXz2ZOaUjaoRozwb0CNeCNP7cAESN6dQ5rFmSN3iZ3_yew_R1aIr8yeIqNCqxeX5rOrRa7Jpn80ajYLmfnn645tNZp78x36vaGtx66W6FrU58t2htJ1U-iHhIy-8ld6dn1w-lw6w7XNOZY-UiDrevUNWVFfh3eVP02CF5pFhWERmp-GPFYpCQ.v3gum006wzkuBOEPjIkZNhyfOiYj2eEEPqUcSU293n8&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-192,"['Name: Mahmoud Saad, Rating: 1.0 out of 5 stars, Date: Reviewed in Egypt on 26 May 2024, Review: None', 'Name: Yamamy, Rating: 3.0 out of 5 stars, Date: Reviewed in Egypt on 16 March 2024, Review: None']",1080.0,2388.0
realme GT 6 5G Dual SIM 16GB + 512GB (Fluid Silver) - Middle East Version,realme,"Android 14, Realme UI 5.0",16.0,Snapdragon,512.0,6.78,1080 x 2400,,Realme GT 6,Unlocked for All Carriers,LTE,Silver,,,,,,1.0,50MP,https://m.media-amazon.com/images/I/61WXN8vgbuL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/realme-Dual-512GB-Fluid-Silver/dp/B0D9QPVNSW/ref=sr_1_53?dib=eyJ2IjoiMSJ9._gRMp9HcUWcYzBAxxosWoFg8B4mYf2G41FolZjpR2zCr_UmkV18vk3AfKyWIyYiHya4rlmb-fS4FbNB4djBje6KrM1tRVZS91-SHYSXHsrt7_BVrIjFjOI49gEipPEAlnJKSsdM37KnhHKXSHMa3clbuhOS7z7gngLE1koYBRF_f_7EEuv85OGZfYm5w8o4Dh-CCJWTpooyARfxmjkD1VSy7cmbCKmrkTKpyJJbsi0KvxXKG9pTGQI5JWzI4LdTphK9_PSSV65LNjSfQevyvowAoMRelHJ-MXOEY406V37Q.6pijDc8cNAHpuW96g_Wsoe1NjCtgeI5gzY607BGRxvk&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-53,[],1080.0,2400.0
Honor x7a 4gb ram 128gb internal storage-ocean blue,HONOR,Android 12.0,4.0,,128.0,6.74,1080 x 2280,1.8 GHz,Honor X7a,China Mobile,,Ocean Blue,60 Hz,,,,,4.8,,https://m.media-amazon.com/images/I/61B5ZnFAS8L._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Honor-128gb-internal-storage-ocean-blue/dp/B0BZQ1XMLT/ref=sr_1_54?dib=eyJ2IjoiMSJ9._gRMp9HcUWcYzBAxxosWoFg8B4mYf2G41FolZjpR2zCr_UmkV18vk3AfKyWIyYiHya4rlmb-fS4FbNB4djBje6KrM1tRVZS91-SHYSXHsrt7_BVrIjFjOI49gEipPEAlnJKSsdM37KnhHKXSHMa3clbuhOS7z7gngLE1koYBRF_f_7EEuv85OGZfYm5w8o4Dh-CCJWTpooyARfxmjkD1VSy7cmbCKmrkTKpyJJbsi0KvxXKG9pTGQI5JWzI4LdTphK9_PSSV65LNjSfQevyvowAoMRelHJ-MXOEY406V37Q.6pijDc8cNAHpuW96g_Wsoe1NjCtgeI5gzY607BGRxvk&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-54,"['Name: Mohamed Hassan shehata, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 21 June 2024, Review: None', 'Name: Hany Joe, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 6 March 2024, Review: None', 'Name: Mohamed Mahmoud, Rating: 4.0 out of 5 stars, Date: Reviewed in Egypt on 14 November 2023, Review: None']",1080.0,2280.0
